寫入日期,寫入時間,時制,中正圖書館,達賢圖書館,中正悅讀區_A,中正悅讀區_B,中正悅讀區_C
2024/12/28,12:00:06,PM,187,316,120,89,137
2024/12/28,1:00:06,PM,262,416,113,88,135
2024/12/28,2:00:06,PM,350,576,105,89,129
2024/12/28,3:00:06,PM,436,681,102,86,118
2024/12/28,4:00:06,PM,498,762,87,85,111
2024/12/28,5:00:06,PM,581,833,86,84,107
2024/12/28,6:00:06,PM,643,884,87,82,112
2024/12/28,7:00:06,PM,724,964,87,84,107
2024/12/28,8:00:06,PM,815,1003,79,87,106
2024/12/28,9:00:06,PM,866,1022,78,84,110
2024/12/28,10:00:06,PM,892,1034,85,85,106
2024/12/28,11:00:06,PM,902,1034,103,90,122
2024/12/29,12:00:06,AM,914,1034,108,89,135
2024/12/29,1:00:07,AM,0,0,123,89,141
2024/12/29,2:00:07,AM,1,0,132,91,143
2024/12/29,3:00:07,AM,1,0,136,95,149
2024/12/29,4:00:07,AM,3,0,138,95,149
2024/12/29,5:00:06,AM,5,0,139,95,150
2024/12/29,6:00:07,AM,5,0,140,95,150
2024/12/29,7:00:07,AM,5,0,139,94,150
2024/12/29,8:00:07,AM,5,0,141,94,152
2024/12/29,9:00:07,AM,20,0,136,95,147
2024/12/29,10:00:07,AM,81,0,130,95,140
2024/12/29,11:00:07,AM,151,0,118,91,133
2024/12/29,12:00:07,PM,224,0,106,88,129
2024/12/29,1:00:07,PM,332,0,94,88,120
2024/12/29,2:00:06,PM,512,0,82,81,106
2024/12/29,3:00:07,PM,647,0,73,77,102
2024/12/29,4:00:06,PM,747,0,63,76,93
2024/12/29,5:00:07,PM,863,0,59,76,90
2024/12/29,6:00:07,PM,984,0,57,76,88
2024/12/29,7:00:07,PM,1097,0,58,72,95
2024/12/29,8:00:07,PM,1232,0,55,74,91
2024/12/29,9:00:07,PM,1308,0,54,75,89
2024/12/29,10:00:06,PM,1342,0,71,80,95
2024/12/29,11:00:06,PM,1360,0,91,84,108
2024/12/30,12:00:06,AM,1374,0,94,88,127
2024/12/30,1:00:06,AM,0,0,103,92,143
2024/12/30,2:00:07,AM,2,0,113,94,145
2024/12/30,3:00:07,AM,2,0,126,96,149
2024/12/30,4:00:07,AM,2,0,128,96,151
2024/12/30,5:00:07,AM,3,0,130,96,152
2024/12/30,6:00:07,AM,3,0,133,96,152
2024/12/30,7:00:07,AM,3,0,134,96,151
2024/12/30,8:00:07,AM,3,0,136,96,151
2024/12/30,9:00:07,AM,58,64,126,96,148
2024/12/30,10:00:07,AM,154,153,121,90,138
2024/12/30,11:00:07,AM,269,254,105,85,126
2024/12/30,12:00:07,PM,401,311,93,78,116
2024/12/30,1:00:07,PM,578,434,100,76,115
2024/12/30,2:00:07,PM,760,618,89,75,109
2024/12/30,3:00:07,PM,956,741,71,71,93
2024/12/30,4:00:07,PM,1153,839,67,69,90
2024/12/30,5:00:07,PM,1361,950,56,70,81
2024/12/30,6:00:07,PM,1516,1057,62,71,82
2024/12/30,7:00:07,PM,1682,1165,61,66,86
2024/12/30,8:00:07,PM,1833,1240,55,63,71
2024/12/30,9:00:07,PM,1950,1276,54,59,64
2024/12/30,10:00:07,PM,2025,1283,51,61,70
2024/12/30,11:00:07,PM,2059,1283,75,73,91
2024/12/31,12:00:07,AM,2073,1283,87,79,105
2024/12/31,1:00:07,AM,0,0,97,86,127
2024/12/31,2:00:07,AM,1,0,109,88,134
2024/12/31,3:00:07,AM,2,0,121,91,138
2024/12/31,4:00:07,AM,3,0,125,91,145
2024/12/31,5:00:07,AM,3,0,126,94,145
2024/12/31,6:00:07,AM,3,0,128,95,146
2024/12/31,7:00:07,AM,3,0,132,95,147
2024/12/31,8:00:07,AM,3,1,129,93,151
2024/12/31,9:00:07,AM,67,49,131,91,140
2024/12/31,10:00:07,AM,164,116,124,88,139
2024/12/31,11:00:07,AM,291,188,112,85,136
2024/12/31,12:00:07,PM,445,247,105,85,130
2024/12/31,1:00:08,PM,653,370,101,80,121
2024/12/31,2:00:07,PM,833,519,90,80,122
2024/12/31,3:00:07,PM,952,610,87,78,121
2024/12/31,4:00:07,PM,1066,677,90,79,115
2024/12/31,5:00:07,PM,1223,753,98,81,112
2024/12/31,6:00:07,PM,1315,795,105,81,116
2024/12/31,7:00:07,PM,1388,850,112,77,123
2024/12/31,8:00:07,PM,1451,883,112,76,115
2024/12/31,9:00:07,PM,1486,900,111,79,120
2024/12/31,10:00:07,PM,1517,904,112,80,121
2024/12/31,11:00:07,PM,1527,904,125,87,133
2025/1/1,1:00:06,AM,0,0,142,94,147
2025/1/1,2:00:06,AM,0,0,140,96,150
2025/1/1,3:00:06,AM,0,0,138,96,151
2025/1/1,4:00:06,AM,0,0,140,96,152
2025/1/1,5:00:06,AM,0,0,140,96,152
2025/1/1,6:00:06,AM,0,0,139,96,152
2025/1/1,7:00:06,AM,0,0,143,96,152
2025/1/1,8:00:06,AM,0,0,144,96,152
2025/1/1,9:00:06,AM,0,0,135,96,143
2025/1/1,10:00:06,AM,0,0,116,91,135
2025/1/1,11:00:06,AM,0,0,105,81,129
2025/1/1,12:00:06,PM,0,0,93,79,122
2025/1/1,1:00:06,PM,0,0,80,80,109
2025/1/1,2:00:06,PM,0,0,58,70,80
2025/1/1,3:00:06,PM,0,0,41,59,68
2025/1/1,4:00:06,PM,1,0,35,45,53
2025/1/1,5:00:06,PM,1,0,34,45,52
2025/1/1,6:00:06,PM,1,0,33,47,53
2025/1/1,7:00:06,PM,2,0,34,49,51
2025/1/1,8:00:06,PM,3,0,32,39,43
2025/1/1,9:00:07,PM,3,0,27,41,47
2025/1/1,10:00:07,PM,4,0,45,53,70
2025/1/1,11:00:07,PM,6,0,78,76,95
2025/1/2,12:00:06,AM,7,0,95,84,117
2025/1/2,1:00:06,AM,0,0,111,87,127
2025/1/2,2:00:06,AM,0,0,119,92,132
2025/1/2,3:00:06,AM,0,0,117,95,137
2025/1/2,4:00:06,AM,0,0,117,95,140
2025/1/2,5:00:06,AM,1,0,118,95,141
2025/1/2,6:00:06,AM,1,0,120,95,139
2025/1/2,7:00:06,AM,1,0,123,94,138
2025/1/2,8:00:06,AM,2,2,127,94,138
2025/1/2,9:00:06,AM,79,66,120,96,139
2025/1/2,10:00:06,AM,178,159,121,93,131
2025/1/2,11:00:06,AM,298,245,105,87,122
2025/1/2,12:00:06,PM,466,318,99,83,115
2025/1/2,1:00:07,PM,672,459,82,70,102
2025/1/2,2:00:06,PM,878,682,81,67,96
2025/1/2,3:00:06,PM,1069,793,69,65,94
2025/1/2,4:00:07,PM,1292,895,65,61,88
2025/1/2,5:00:06,PM,1481,1017,74,60,86
2025/1/2,7:00:06,PM,1764,1178,66,62,86
2025/1/2,8:00:07,PM,1888,1270,61,60,81
2025/1/2,9:00:07,PM,1967,1304,48,58,75
2025/1/2,10:00:07,PM,2028,1309,57,57,75
2025/1/2,11:00:06,PM,2058,1309,76,72,104
2025/1/3,12:00:06,AM,2074,1309,85,84,123
2025/1/3,1:00:06,AM,0,0,102,86,135
2025/1/3,2:00:07,AM,0,0,111,86,138
2025/1/3,3:00:07,AM,0,0,126,91,138
2025/1/3,4:00:07,AM,0,0,129,91,138
2025/1/3,5:00:07,AM,0,0,133,91,139
2025/1/3,6:00:07,AM,0,0,134,93,139
2025/1/3,7:00:07,AM,0,0,137,94,146
2025/1/3,8:00:07,AM,1,0,135,94,148
2025/1/3,9:00:07,AM,56,54,134,94,140
2025/1/3,10:00:07,AM,142,116,119,87,138
2025/1/3,11:00:06,AM,258,203,104,83,128
2025/1/3,12:00:07,PM,408,281,92,81,113
2025/1/3,1:00:07,PM,605,387,87,80,104
2025/1/3,2:00:07,PM,791,552,78,75,95
2025/1/3,3:00:07,PM,932,680,67,70,87
2025/1/3,4:00:15,PM,1089,781,63,72,82
2025/1/3,5:00:07,PM,1236,863,51,70,78
2025/1/3,6:00:07,PM,1327,919,61,67,78
2025/1/3,7:00:07,PM,1456,976,61,74,85
2025/1/3,8:00:07,PM,1584,1026,65,71,86
2025/1/3,9:00:07,PM,1645,1043,65,70,84
2025/1/3,10:00:07,PM,1698,1048,51,67,84
2025/1/3,11:00:07,PM,1706,1048,71,71,109
2025/1/4,12:00:07,AM,1714,1048,84,76,124
2025/1/4,1:00:07,AM,0,0,101,78,130
2025/1/4,2:00:07,AM,1,0,117,78,137
2025/1/4,3:00:07,AM,1,0,120,84,144
2025/1/4,4:00:07,AM,2,0,120,84,145
2025/1/4,5:00:07,AM,3,0,120,85,146
2025/1/4,6:00:07,AM,3,0,122,88,147
2025/1/4,7:00:07,AM,3,0,123,87,149
2025/1/4,8:00:07,AM,4,0,121,91,151
2025/1/4,9:00:07,AM,49,34,119,90,144
2025/1/4,10:00:07,AM,123,123,130,93,141
2025/1/4,11:00:07,AM,176,201,114,87,126
2025/1/4,12:00:07,PM,297,299,98,83,114
2025/1/4,1:00:07,PM,502,431,86,76,97
2025/1/4,2:00:07,PM,647,577,91,82,105
2025/1/4,3:00:07,PM,742,693,80,80,99
2025/1/4,4:00:07,PM,825,769,67,80,95
2025/1/4,5:00:07,PM,931,832,65,73,97
2025/1/4,6:00:07,PM,1027,895,64,78,91
2025/1/4,7:00:07,PM,1098,957,68,81,95
2025/1/4,8:00:07,PM,1177,1015,69,82,94
2025/1/4,9:00:07,PM,1236,1056,62,81,90
2025/1/4,10:00:07,PM,1266,1062,66,83,86
2025/1/4,11:00:07,PM,1279,1062,92,83,97
2025/1/5,12:00:07,AM,1285,1062,110,89,125
2025/1/5,1:00:07,AM,0,0,121,91,134
2025/1/5,2:00:07,AM,0,0,131,91,142
2025/1/5,3:00:07,AM,0,0,137,92,144
2025/1/5,4:00:07,AM,0,0,138,93,147
2025/1/5,5:00:07,AM,0,0,140,94,149
2025/1/5,6:00:07,AM,0,0,140,95,149
2025/1/5,7:00:07,AM,0,0,142,96,150
2025/1/5,8:00:07,AM,1,0,142,96,149
2025/1/5,9:00:07,AM,27,0,136,96,144
2025/1/5,10:00:07,AM,91,0,134,93,138
2025/1/5,11:00:07,AM,172,0,121,88,129
2025/1/5,12:00:07,PM,234,0,105,85,115
2025/1/5,1:00:07,PM,343,0,90,82,101
2025/1/5,2:00:07,PM,545,0,73,79,83
2025/1/5,3:00:07,PM,705,0,56,70,77
2025/1/5,4:00:07,PM,836,0,43,69,71
2025/1/5,5:00:07,PM,941,0,49,66,71
2025/1/5,6:00:07,PM,1042,0,46,69,71
2025/1/5,7:00:07,PM,1177,0,53,73,71
2025/1/5,8:00:07,PM,1319,0,57,70,71
2025/1/5,9:00:07,PM,1398,0,58,70,79
2025/1/5,10:00:07,PM,1443,0,69,76,84
2025/1/5,11:00:07,PM,1465,0,95,85,114
2025/1/6,12:00:07,AM,1469,0,99,92,126
2025/1/6,1:00:07,AM,0,0,105,93,135
2025/1/6,2:00:07,AM,0,0,114,94,139
2025/1/6,3:00:07,AM,1,0,123,93,142
2025/1/6,4:00:07,AM,1,0,125,93,145
2025/1/6,5:00:07,AM,1,0,127,94,150
2025/1/6,6:00:07,AM,2,0,129,95,150
2025/1/6,7:00:07,AM,2,0,131,95,150
2025/1/6,8:00:07,AM,2,1,129,95,150
2025/1/6,9:00:07,AM,49,55,122,93,144
2025/1/6,10:00:07,AM,129,155,114,86,133
2025/1/6,11:00:07,AM,220,269,99,77,115
2025/1/6,12:00:07,PM,314,353,89,75,101
2025/1/6,1:00:07,PM,481,478,83,70,97
2025/1/6,2:00:07,PM,676,651,76,69,89
2025/1/6,3:00:07,PM,856,793,64,69,79
2025/1/6,4:00:07,PM,1025,885,63,73,84
2025/1/6,5:00:07,PM,1164,973,57,68,76
2025/1/6,6:00:07,PM,1309,1063,58,67,78
2025/1/6,7:00:07,PM,1463,1163,60,62,78
2025/1/6,8:00:07,PM,1626,1227,63,59,80
2025/1/6,9:00:07,PM,1713,1242,54,61,74
2025/1/6,10:00:07,PM,1772,1246,54,68,70
2025/1/6,11:00:06,PM,1793,1246,72,84,90
2025/1/7,12:00:06,AM,1804,1246,87,86,111
2025/1/7,1:00:06,AM,0,0,91,91,118
2025/1/7,2:00:06,AM,1,0,98,92,125
2025/1/7,3:00:06,AM,1,0,105,92,129
2025/1/7,4:00:06,AM,1,0,111,94,136
2025/1/7,5:00:06,AM,1,0,118,94,137
2025/1/7,6:00:06,AM,1,0,118,94,141
2025/1/7,7:00:06,AM,1,0,119,94,143
2025/1/7,8:00:06,AM,4,1,117,93,142
2025/1/7,9:00:06,AM,70,63,116,92,140
2025/1/7,10:00:06,AM,164,140,119,92,137
2025/1/7,11:00:06,AM,300,216,109,85,122
2025/1/7,12:00:06,PM,456,299,90,77,109
2025/1/7,1:00:06,PM,671,413,89,75,110
2025/1/7,2:00:06,PM,889,567,86,72,104
2025/1/7,3:00:06,PM,1034,672,73,77,99
2025/1/7,4:00:06,PM,1188,782,71,75,93
2025/1/7,5:00:06,PM,1342,868,64,70,85
2025/1/7,6:00:07,PM,1464,955,67,68,87
2025/1/7,7:00:06,PM,1591,1059,71,73,88
2025/1/7,8:00:06,PM,1749,1127,62,73,88
2025/1/7,9:00:06,PM,1819,1151,65,72,80
2025/1/7,10:00:06,PM,1881,1155,69,72,87
2025/1/7,11:00:06,PM,1905,1155,89,79,105
2025/1/8,12:00:06,AM,1917,1155,96,88,124
2025/1/8,1:00:06,AM,0,0,99,89,134
2025/1/8,2:00:06,AM,1,0,101,94,144
2025/1/8,3:00:06,AM,1,0,103,94,145
2025/1/8,4:00:06,AM,1,0,112,94,146
2025/1/8,5:00:06,AM,1,0,113,94,147
2025/1/8,6:00:06,AM,1,0,116,94,147
2025/1/8,7:00:06,AM,1,0,116,93,146
2025/1/8,8:00:07,AM,2,0,116,91,143
2025/1/8,9:00:06,AM,63,44,118,95,140
2025/1/8,10:00:06,AM,125,122,126,96,135
2025/1/8,11:00:06,AM,259,198,119,89,133
2025/1/8,12:00:06,PM,382,258,104,85,127
2025/1/8,1:00:06,PM,570,382,101,84,129
2025/1/8,2:00:06,PM,776,564,84,82,119
2025/1/8,3:00:06,PM,931,653,78,82,107
2025/1/8,4:00:07,PM,1082,732,91,85,106
2025/1/8,5:00:06,PM,1211,810,88,85,100
2025/1/8,6:00:07,PM,1311,890,90,86,107
2025/1/8,7:00:06,PM,1417,965,94,86,107
2025/1/8,8:00:07,PM,1514,1026,87,84,105
2025/1/8,9:00:06,PM,1578,1048,87,84,110
2025/1/8,10:00:06,PM,1614,1049,90,83,114
2025/1/8,11:00:06,PM,1628,1049,92,89,123
2025/1/9,12:00:06,AM,1639,1049,115,92,127
2025/1/9,1:00:07,AM,0,0,118,93,136
2025/1/9,2:00:07,AM,1,0,123,92,140
2025/1/9,3:00:07,AM,1,0,129,94,143
2025/1/9,4:00:07,AM,2,0,134,92,146
2025/1/9,5:00:07,AM,2,0,135,93,146
2025/1/9,6:00:07,AM,2,0,136,93,147
2025/1/9,7:00:07,AM,2,0,133,93,146
2025/1/9,8:00:07,AM,2,1,126,93,150
2025/1/9,9:00:07,AM,61,54,124,95,147
2025/1/9,10:00:07,AM,123,106,120,92,143
2025/1/9,11:00:07,AM,218,164,109,87,136
2025/1/9,12:00:07,PM,311,210,109,87,133
2025/1/9,1:00:07,PM,465,300,100,86,127
2025/1/9,2:00:07,PM,595,442,93,85,120
2025/1/9,3:00:07,PM,724,536,87,84,115
2025/1/9,4:00:07,PM,836,605,87,86,117
2025/1/9,5:00:07,PM,958,681,87,86,115
2025/1/9,6:00:07,PM,1043,719,98,85,118
2025/1/9,7:00:07,PM,1127,796,108,85,117
2025/1/9,8:00:07,PM,1207,840,103,85,119
2025/1/9,9:00:07,PM,1252,851,104,86,118
2025/1/9,10:00:07,PM,1279,855,98,89,123
2025/1/9,11:00:07,PM,1300,855,105,93,133
2025/1/10,12:00:07,AM,1310,855,115,94,144
2025/1/10,1:00:07,AM,0,0,116,96,151
2025/1/10,2:00:07,AM,1,0,123,96,151
2025/1/10,3:00:07,AM,1,0,130,96,151
2025/1/10,4:00:07,AM,1,0,134,96,151
2025/1/10,5:00:07,AM,1,0,134,96,151
2025/1/10,6:00:07,AM,1,0,134,96,151
2025/1/10,7:00:07,AM,1,0,133,96,151
2025/1/10,8:00:07,AM,1,0,127,96,152
2025/1/10,9:00:07,AM,53,55,135,94,147
2025/1/10,10:00:07,AM,85,110,135,90,144
2025/1/10,11:00:07,AM,153,163,132,90,137
2025/1/10,12:00:07,PM,242,208,122,90,133
2025/1/10,1:00:07,PM,337,278,122,92,130
2025/1/10,2:00:07,PM,438,389,122,91,128
2025/1/10,3:00:07,PM,518,479,114,90,126
2025/1/10,4:00:07,PM,599,527,107,90,129
2025/1/10,5:00:07,PM,660,573,109,90,128
2025/1/10,6:00:07,PM,733,613,113,90,129
2025/1/10,7:00:07,PM,792,653,118,90,127
2025/1/10,8:00:07,PM,828,689,121,91,127
2025/1/10,9:00:07,PM,856,704,123,91,131
2025/1/10,10:00:07,PM,872,707,114,93,135
2025/1/10,11:00:07,PM,876,707,122,96,141
2025/1/11,12:00:07,AM,876,707,128,96,149
2025/1/11,1:00:07,AM,0,0,136,96,152
2025/1/11,2:00:07,AM,0,0,141,96,152
2025/1/11,3:00:07,AM,0,0,142,96,152
2025/1/11,4:00:07,AM,0,0,143,96,152
2025/1/11,5:00:07,AM,0,0,144,96,152
2025/1/11,6:00:07,AM,0,0,144,96,152
2025/1/11,7:00:07,AM,0,0,145,96,152
2025/1/11,8:00:07,AM,0,0,144,96,152
2025/1/11,9:00:07,AM,13,15,142,96,149
2025/1/11,10:00:07,AM,36,49,133,93,143
2025/1/11,11:00:07,AM,56,87,132,91,141
2025/1/11,12:00:07,PM,81,144,131,92,137
2025/1/11,1:00:07,PM,119,208,126,89,137
2025/1/11,2:00:07,PM,173,282,119,88,134
2025/1/11,3:00:07,PM,218,359,116,88,129
2025/1/11,4:00:07,PM,258,417,112,88,128
2025/1/11,5:00:07,PM,292,444,113,88,129
2025/1/11,6:00:07,PM,335,486,117,88,128
2025/1/11,7:00:07,PM,362,522,115,89,131
2025/1/11,8:00:07,PM,388,543,118,89,130
2025/1/11,9:00:08,PM,410,551,113,89,131
2025/1/11,10:00:07,PM,417,554,116,91,135
2025/1/11,11:00:07,PM,418,554,126,93,139
2025/1/12,12:00:07,AM,418,554,135,94,148
2025/1/12,1:00:07,AM,0,0,138,96,152
2025/1/12,2:00:07,AM,0,0,141,96,152
2025/1/12,3:00:07,AM,0,0,143,96,152
2025/1/12,4:00:06,AM,0,0,143,96,152
2025/1/12,5:00:06,AM,1,0,142,96,152
2025/1/12,6:00:06,AM,1,0,143,96,152
2025/1/12,7:00:06,AM,1,0,144,96,152
2025/1/12,8:00:06,AM,1,0,144,96,152
2025/1/12,9:00:06,AM,8,0,143,95,148
2025/1/12,10:00:06,AM,46,0,137,95,144
2025/1/12,11:00:06,AM,75,0,134,94,144
2025/1/12,12:00:06,PM,99,0,133,94,141
2025/1/12,1:00:06,PM,141,0,131,92,138
2025/1/12,2:00:06,PM,197,0,121,88,133
2025/1/12,3:00:06,PM,264,0,115,87,128
2025/1/12,4:00:07,PM,306,0,109,87,128
2025/1/12,5:00:06,PM,347,0,107,86,126
2025/1/12,6:00:06,PM,390,0,109,86,124
2025/1/12,7:00:07,PM,429,0,108,86,122
2025/1/12,8:00:06,PM,470,0,108,86,123
2025/1/12,9:00:06,PM,493,0,106,87,125
2025/1/12,10:00:07,PM,502,0,104,88,128
2025/1/12,11:00:06,PM,504,0,124,91,137
2025/1/13,12:00:07,AM,505,0,136,96,147
2025/1/13,1:00:06,AM,0,0,146,96,152
2025/1/13,2:00:07,AM,0,0,146,96,152
2025/1/13,3:00:07,AM,0,0,146,96,152
2025/1/13,4:00:07,AM,0,0,146,96,152
2025/1/13,5:00:07,AM,0,0,146,96,152
2025/1/13,6:00:07,AM,3,0,146,96,152
2025/1/13,7:00:07,AM,3,1,146,96,152
2025/1/13,8:00:06,AM,3,1,146,96,152
2025/1/13,9:00:07,AM,28,45,141,94,149
2025/1/13,10:00:07,AM,73,90,134,93,144
2025/1/13,11:00:06,AM,131,130,132,92,140
2025/1/13,12:00:06,PM,181,176,130,92,138
2025/1/13,1:00:07,PM,267,251,121,91,132
2025/1/13,2:00:07,PM,345,351,118,89,127
2025/1/13,3:00:06,PM,400,409,114,89,128
2025/1/13,4:00:07,PM,462,442,109,88,126
2025/1/13,5:00:07,PM,521,468,107,88,125
2025/1/13,6:00:06,PM,587,485,110,88,121
2025/1/13,7:00:07,PM,651,485,104,89,124
2025/1/13,8:00:07,PM,705,485,99,86,120
2025/1/13,9:00:07,PM,722,485,103,87,123
2025/1/13,10:00:06,PM,729,485,108,87,123
2025/1/13,11:00:07,PM,730,485,122,92,133
2025/1/14,12:00:07,AM,731,485,134,96,147
2025/1/14,1:00:07,AM,0,0,146,96,152
2025/1/14,2:00:07,AM,0,0,146,96,152
2025/1/14,3:00:07,AM,0,0,146,96,152
2025/1/14,4:00:07,AM,0,0,146,96,152
2025/1/14,5:00:07,AM,0,0,146,96,152
2025/1/14,6:00:07,AM,0,0,146,96,152
2025/1/14,7:00:07,AM,0,0,146,96,152
2025/1/14,8:00:07,AM,0,2,146,96,152
2025/1/14,9:00:07,AM,36,44,142,94,147
2025/1/14,10:00:07,AM,70,94,135,94,143
2025/1/14,11:00:07,AM,102,127,131,93,137
2025/1/14,12:00:07,PM,136,159,129,93,135
2025/1/14,1:00:07,PM,194,219,116,93,132
2025/1/14,2:00:07,PM,272,335,115,91,130
2025/1/14,3:00:07,PM,323,390,112,91,129
2025/1/14,4:00:07,PM,377,424,109,91,127
2025/1/14,5:00:07,PM,422,450,109,89,122
2025/1/14,6:00:07,PM,474,467,110,86,120
2025/1/14,7:00:07,PM,541,468,111,84,120
2025/1/14,8:00:07,PM,593,468,110,83,117
2025/1/14,9:00:07,PM,612,468,102,85,112
2025/1/14,10:00:07,PM,618,468,102,87,114
2025/1/14,11:00:07,PM,622,468,111,94,129
2025/1/15,12:00:07,AM,623,468,130,94,142
2025/1/15,1:00:07,AM,0,0,146,96,152
2025/1/15,2:00:07,AM,0,0,146,96,152
2025/1/15,3:00:07,AM,0,0,146,96,152
2025/1/15,4:00:07,AM,0,0,146,96,152
2025/1/15,5:00:07,AM,0,0,146,96,152
2025/1/15,6:00:07,AM,0,0,146,96,152
2025/1/15,7:00:07,AM,0,0,146,96,152
2025/1/15,8:00:07,AM,0,0,146,96,152
2025/1/15,9:00:07,AM,31,28,143,94,146
2025/1/15,10:00:07,AM,69,63,137,94,140
2025/1/15,11:00:07,AM,97,89,132,89,138
2025/1/15,12:00:08,PM,131,112,126,88,134
2025/1/15,1:00:07,PM,191,154,125,89,130
2025/1/15,2:00:07,PM,248,253,118,88,126
2025/1/15,3:00:07,PM,310,299,117,86,120
2025/1/15,4:00:07,PM,349,336,112,85,117
2025/1/15,5:00:07,PM,389,362,111,83,116
2025/1/15,6:00:07,PM,437,369,113,82,115
2025/1/15,7:00:07,PM,481,369,112,81,117